"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.1-1.sta000--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.1-1.sta000--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.1-1.sta000--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.1-1.sta000--1.0.0-B/Packet Loss Percent",
"2022-05-12T07:23:42.254 UTC",0,"2022-05-12T07:23:48.111 UTC",0,"2022-05-12T07:25:43.833 UTC",0,"2022-05-12T07:25:46.266 UTC",0,
"2022-05-12T07:23:43.418 UTC",0,"2022-05-12T07:23:49.532 UTC",0,"2022-05-12T07:25:45.040 UTC",0,"2022-05-12T07:25:48.295 UTC",0,
"2022-05-12T07:23:44.682 UTC",0,"2022-05-12T07:23:51.603 UTC",0,"2022-05-12T07:25:46.266 UTC",0,"2022-05-12T07:25:49.669 UTC",0,
"2022-05-12T07:23:46.856 UTC",0,"2022-05-12T07:23:52.972 UTC",0,"2022-05-12T07:25:48.295 UTC",0,"2022-05-12T07:25:50.870 UTC",0,
"2022-05-12T07:23:48.111 UTC",0,"2022-05-12T07:23:55.841 UTC",0,"2022-05-12T07:25:49.669 UTC",0,"2022-05-12T07:25:52.185 UTC",0,
"2022-05-12T07:23:49.532 UTC",0,"2022-05-12T07:23:57.187 UTC",0,"2022-05-12T07:25:50.870 UTC",0,"2022-05-12T07:25:53.609 UTC",0,
"2022-05-12T07:23:51.603 UTC",0,"2022-05-12T07:23:58.625 UTC",0,"2022-05-12T07:25:52.185 UTC",0,"2022-05-12T07:25:54.966 UTC",0,
"2022-05-12T07:23:52.972 UTC",0,"2022-05-12T07:23:59.789 UTC",0,"2022-05-12T07:25:53.609 UTC",0,"2022-05-12T07:25:56.177 UTC",0,
"2022-05-12T07:23:55.841 UTC",0,"2022-05-12T07:24:01.033 UTC",0,"2022-05-12T07:25:54.966 UTC",0,"2022-05-12T07:25:57.447 UTC",0,
"2022-05-12T07:23:57.187 UTC",0,"2022-05-12T07:24:02.670 UTC",0,"2022-05-12T07:25:56.177 UTC",0,"2022-05-12T07:26:00.002 UTC",0,
"2022-05-12T07:23:58.625 UTC",0,"2022-05-12T07:24:04.038 UTC",0,"2022-05-12T07:25:57.447 UTC",0,"2022-05-12T07:26:01.278 UTC",0,
"2022-05-12T07:23:59.789 UTC",0,"2022-05-12T07:24:05.215 UTC",0,"2022-05-12T07:26:00.002 UTC",0,"2022-05-12T07:26:02.593 UTC",0,
"2022-05-12T07:24:01.033 UTC",0,"2022-05-12T07:24:06.448 UTC",0,"2022-05-12T07:26:01.278 UTC",0,"2022-05-12T07:26:04.333 UTC",0,
"2022-05-12T07:24:02.670 UTC",0,"2022-05-12T07:24:08.332 UTC",0,"2022-05-12T07:26:02.593 UTC",0,"2022-05-12T07:26:05.682 UTC",0,
"2022-05-12T07:24:04.038 UTC",0,"2022-05-12T07:24:09.715 UTC",0,"2022-05-12T07:26:04.333 UTC",0,"2022-05-12T07:26:06.948 UTC",0,
"2022-05-12T07:24:05.215 UTC",0,"2022-05-12T07:24:10.941 UTC",0,"2022-05-12T07:26:05.682 UTC",0,"2022-05-12T07:26:08.272 UTC",0,
"2022-05-12T07:24:06.448 UTC",0,"2022-05-12T07:24:12.172 UTC",0,"2022-05-12T07:26:06.948 UTC",0,"2022-05-12T07:26:10.109 UTC",0,
"2022-05-12T07:24:08.332 UTC",0,"2022-05-12T07:24:13.474 UTC",0,"2022-05-12T07:26:08.272 UTC",0,"2022-05-12T07:26:11.452 UTC",0,
"2022-05-12T07:24:09.715 UTC",0,"2022-05-12T07:24:59.351 UTC",0,"2022-05-12T07:26:10.109 UTC",0,"2022-05-12T07:26:12.766 UTC",0,
"2022-05-12T07:24:10.941 UTC",0,"2022-05-12T07:25:00.611 UTC",0,"2022-05-12T07:26:11.452 UTC",0,"2022-05-12T07:26:13.976 UTC",0,
"2022-05-12T07:24:12.172 UTC",0,"2022-05-12T07:25:01.818 UTC",0,"2022-05-12T07:26:12.766 UTC",0,"2022-05-12T07:26:15.974 UTC",0,
"2022-05-12T07:24:13.474 UTC",0,"2022-05-12T07:25:04.261 UTC",0,"2022-05-12T07:26:13.976 UTC",0,"2022-05-12T07:26:17.459 UTC",0,
"2022-05-12T07:24:59.351 UTC",0,"2022-05-12T07:25:05.752 UTC",0,"2022-05-12T07:26:15.974 UTC",0,NA,NA,
"2022-05-12T07:25:00.611 UTC",0,"2022-05-12T07:25:07.127 UTC",0,"2022-05-12T07:26:17.459 UTC",0,NA,NA,
"2022-05-12T07:25:01.818 UTC",20.78295,"2022-05-12T07:25:08.405 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:04.261 UTC",10.0261,"2022-05-12T07:25:09.593 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:05.752 UTC",6.02024,"2022-05-12T07:25:10.813 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:07.127 UTC",5.31404,"2022-05-12T07:25:12.212 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:08.405 UTC",9.73009,"2022-05-12T07:25:13.484 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:09.593 UTC",9.15377,"2022-05-12T07:25:14.794 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:10.813 UTC",7.39138,"2022-05-12T07:25:16.262 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:12.212 UTC",3.83832,"2022-05-12T07:25:18.946 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:13.484 UTC",3.81224,"2022-05-12T07:25:20.474 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:14.794 UTC",3.81224,"2022-05-12T07:25:21.929 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:16.262 UTC",0.76624,"2022-05-12T07:25:23.305 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:18.946 UTC",0,"2022-05-12T07:25:24.560 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:20.474 UTC",0,"2022-05-12T07:25:25.864 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:21.929 UTC",0,"2022-05-12T07:25:27.203 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:23.305 UTC",0,"2022-05-12T07:25:28.509 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:24.560 UTC",0,"2022-05-12T07:25:29.705 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:25.864 UTC",0,"2022-05-12T07:25:31.222 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:27.203 UTC",0,"2022-05-12T07:25:32.641 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:28.509 UTC",0,"2022-05-12T07:25:33.956 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:29.705 UTC",0,"2022-05-12T07:25:35.154 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:31.222 UTC",0,"2022-05-12T07:25:36.992 UTC",0,NA,NA,NA,NA,
"2022-05-12T07:25:32.641 UTC",0,NA,NA,NA,NA,NA,NA,
"2022-05-12T07:25:33.956 UTC",0,NA,NA,NA,NA,NA,NA,
"2022-05-12T07:25:35.154 UTC",0,NA,NA,NA,NA,NA,NA,
"2022-05-12T07:25:36.992 UTC",0,NA,NA,NA,NA,NA,NA,
