"RX Pps vs Packet Size",
"60","142","256","512","1024","MTU","4000",
26.24704,28.70492,25.54768,23.72751,17.68376,20.51813,27.38679
14.46546,17.10866,16.6955,15.24715,13.75172,12.63416,18.23861
,79.9477,70.01188,62.95093,43.15097,29.46059,29.48993
,50.24832,49.75077,40.00108,35.13001,31.84927,31.6764
